name,publisher,release_date,avg_playtime,price,positive_reviews,negative_reviews
Flame of Memory,Kacper Stasiełuk,12/08/2017,342,$0,20,13
Hello Neighbor,tinyBuild,12/08/2017,335,$29.99,11.03K,2.52K
Fallout 4 VR,Bethesda Softworks,12/11/2017,243,$59.99,4.53K,2.84K
Gang Beasts,Boneloaf,12/12/2017,255,$19.99,45.21K,8.69K
Okami HD,"CAPCOM Co., Ltd.",12/12/2017,286,$19.99,7.27K,562
Bit Heroes,Kongregate,12/13/2017,178,$0,2.35K,567
Finding Paradise,Freebird Games,12/14/2017,156,$9.99,15.88K,339
PickCrafter,Fiveamp,12/14/2017,89,$0,5.39K,830
Modern Combat Versus,Gameloft,12/19/2017,33,$0,4.48K,2.4K
PUBG: BATTLEGROUNDS,"KRAFTON, Inc.",12/21/2017,9616,$0,1.31M,957.99K
神舞幻想 Faith of Danschant,北京网元圣唐娱乐科技有限公司,12/21/2017,178,$29.99,2.84K,1.83K
Survive the Nights,a2z Interactive,12/21/2017,412,$19.99,2.69K,1.42K
SCP: Secret Laboratory,Northwood Studios,12/29/2017,50,$0,163.85K,14.8K
Real Pool 3D - Poolians,ThankGame.com,01/04/2018,47,$0,8.54K,2.4K
Yume Nikki,PLAYISM,01/09/2018,81,$0,6.02K,394
ZULA LatinoAmerica,Madbyte Games,01/12/2018,179,$0,4.56K,1.96K
Genital Jousting,Devolver Digital,01/18/2018,83,$6.99,9.55K,818
Subnautica,Unknown Worlds Entertainment,01/23/2018,1011,$29.99,244.85K,8.19K
DRAGON BALL FighterZ,BANDAI NAMCO Entertainment,01/26/2018,372,$59.99,59.57K,6.24K
Railway Empire,Kalypso Media,01/26/2018,664,$29.99,7.4K,1.55K
VR Regatta - The Sailing Game,MarineVerse,01/30/2018,1425,$29.99,143,23
FINAL FANTASY XII THE ZODIAC AGE,Square Enix,02/01/2018,556,$49.99,6.4K,704
GUNS UP!,PlayStation PC LLC,02/05/2018,206,$0,4.75K,1.66K
Closers,Naddic Games,02/06/2018,259,$0,3.32K,1.18K
Eco,Strange Loop Games,02/06/2018,1821,$29.99,9.55K,2.03K
Rust,Facepunch Studios,02/08/2018,2146,$39.99,874.08K,129.69K
Kingdom Come: Deliverance,Warhorse Studios,02/13/2018,778,$29.99,97.08K,19.87K
Dead Maze,Atelier 801,02/13/2018,33,$0,3.41K,1.15K
DYNASTY WARRIORS 9,"KOEI TECMO GAMES CO., LTD.",02/13/2018,282,$44.99,3.33K,6.3K
Dungreed,TEAM HORAY,02/14/2018,2556,$9.99,8.01K,592
Sword Art Online: Fatal Bullet,BANDAI NAMCO Entertainment,02/23/2018,708,$39.99,14.54K,3.7K
SoulWorker - Anime Action MMO,Gameforge 4D GmbH,02/26/2018,276,$0,11.36K,2.95K
Into the Breach,Subset Games,02/27/2018,309,$14.99,17.07K,948
Puyo PuyoTetris,SEGA,02/27/2018,2167,$19.99,4.43K,854
Cyberdimension Neptunia: 4 Goddesses Online,Idea Factory International,02/27/2018,568,$29.99,4.02K,581
CHRONO TRIGGER,Square Enix,02/27/2018,292,$14.99,7.28K,1.02K
Z1 Battle Royale,Daybreak Game Company,02/28/2018,166,$0,114.55K,91.5K
Purgatory II,New Reality Games,02/28/2018,271,$1.99,15,26
Heroes of Hammerwatch,Crackshell,03/01/2018,2950,$11.99,7.51K,1.05K
Achievements printer, Game for people,03/02/2018,111,$0.99,967,206
FINAL FANTASY XV WINDOWS EDITION,Square Enix,03/06/2018,2261,$34.99,39.37K,8.14K
Northgard,Shiro Unlimited,03/07/2018,515,$29.99,49.87K,6.93K
Warhammer: Vermintide 2,Fatshark,03/08/2018,358,$29.99,99.54K,18.08K
Prismata,Lunarch Studios,03/08/2018,430,$0,954,204
Devil May Cry HD Collection,"CAPCOM Co., Ltd.",03/13/2018,293,$29.99,9.33K,805
Surviving Mars,Paradox Interactive,03/15/2018,209,$29.99,21.1K,3.79K
SYNTHETIK: Legion Rising,Flow Fire Games,03/15/2018,730,$19.99,11.41K,688
Ni no Kuni II: Revenant Kingdom,BANDAI NAMCO Entertainment,03/23/2018,350,$59.99,8.62K,1.61K
Far Cry 5,Ubisoft,03/26/2018,1690,$59.99,118.61K,28.69K
Neverwinter Nights: Enhanced Edition,Beamdog,03/27/2018,254,$19.99,6.67K,761
BattleRush,TB Games,03/27/2018,23,$0,1.98K,891
Shroud of the Avatar: Forsaken Virtues,Catnip Games,03/27/2018,59,$0,1.58K,1.42K
Barro,SC Jogos,03/28/2018,31,$0.99,3.48K,946
AirMech Strike,Carbon Games,03/30/2018,144,$0,8.66K,1.64K
The Elder Scrolls V: Skyrim VR,Bethesda Softworks,04/02/2018,206,$59.99,7.59K,2.49K
War Robots,Pixonic,04/04/2018,39,$0,12.58K,7.65K
Changed,DragonSnow,04/04/2018,323,$4.99,12.59K,1.66K
Will To Live Online,AlphaSoft LLC,04/05/2018,75,$0,11.28K,4.61K
Lobotomy Corporation | Monster Management Simulation,ProjectMoon,04/09/2018,260,$24.99,28.24K,2.12K
Radical Heights,Boss Key Productions,04/10/2018,30,$0,6.1K,3.8K
Friday the 13th: Killer Puzzle,Blue Wizard Digital,04/12/2018,46,$0,5.49K,359
Kolb Antarctica Experience,Devika,04/17/2018,0,$2.99,6,5
Mirror,Paradise Project,04/19/2018,342,$1.99,80.42K,2.55K
For The King,Curve Games,04/19/2018,993,$19.99,33.1K,4.26K
Frostpunk,11 bit studios,04/24/2018,410,$29.99,90.1K,7.71K
BATTLETECH,Paradox Interactive,04/24/2018,647,$39.99,24.29K,4.86K
Murderous Pursuits,Blazing Griffin,04/26/2018,303,$9.99,1.78K,1.02K
Call to Arms,Digitalmindsoft,04/27/2018,70,$14.99,17.04K,4.39K
Monster Prom,Those Awesome Guys,04/27/2018,305,$11.99,12.09K,859
Zero-K,Zero-K Team,04/27/2018,375,$0,3.12K,198
The Forest,Endnight Games Ltd,04/30/2018,1008,$19.99,494.46K,23.34K
Battle for Wesnoth,Wesnoth Inc.,05/01/2018,959,$0,4.28K,266
A Total War Saga: THRONES OF BRITANNIA,SEGA,05/02/2018,1380,$39.99,9.25K,4.04K
Juicy Realm,XD,05/03/2018,601,$9.99,3.08K,423
Paladins,Hi-Rez Studios,05/08/2018,800,$0,290.92K,50.49K
Conan Exiles,Funcom,05/08/2018,1393,$39.99,76.49K,21K
Pillars of Eternity II: Deadfire,Versus Evil,05/08/2018,907,$39.99,15.11K,2.09K
MONMUSU,NEKO WORKs,05/11/2018,75,$0,4.03K,1.01K
Dragon Cliff,Meta Interaction,05/11/2018,1060,$9.99,6.4K,736
Wizard of Legend,Contingent99,05/15/2018,283,$15.99,17.11K,1.69K
Albion Online,Sandbox Interactive GmbH,05/16/2018,235,$0,53.46K,13.81K
House Flipper,Frozen District,05/17/2018,679,$24.99,78.53K,5K
FAR: Lone Sails,Assemble Entertainment,05/17/2018,257,$14.99,16.04K,895
Next Day: Survival,Last Level,05/21/2018,202,$9.99,6.45K,3.81K
Wrecked,Corvostudio di Amadei Marco,05/21/2018,4,$0,1.76K,520
Ancestors Legacy,Fulqrum Publishing,05/22/2018,349,$34.99,6.04K,1.6K
Space Hulk: Deathwing Enhanced Edition,Focus Entertainment,05/22/2018,414,$29.99,6.24K,2.43K
DARK SOULS: REMASTERED,"FromSoftware, Inc",05/23/2018,2181,$39.99,83.09K,8.14K
Moonlighter,11 bit studios,05/29/2018,402,$19.99,14.21K,2.99K
The Pillage,Bishop Armstrong,05/31/2018,42,$2.99,51,8
Just Shapes & Beats,Berzerk Studio,05/31/2018,604,$19.99,18.05K,426
Cultist Simulator,Weather Factory,05/31/2018,91,$19.99,8.41K,2.17K
Vampyr,Focus Entertainment,06/04/2018,376,$39.99,15.17K,4.57K
Realm Royale,Hi-Rez Studios,06/05/2018,339,$0,42.75K,13.54K
Totally Accurate Battlegrounds,Landfall,06/05/2018,588,$0,72.92K,9.69K
"Warhammer 40,000: Inquisitor - Martyr",NeocoreGames,06/05/2018,682,$49.99,13.91K,4.7K
Jurassic World Evolution,Frontier Developments,06/11/2018,797,$44.99,45.15K,6.8K
Bus Simulator 18,astragon Entertainment,06/13/2018,457,$24.99,9.95K,2.33K
Wreckfest,THQ Nordic,06/14/2018,666,$29.99,30.68K,4.32K
CRSED: F.O.A.D.,Gaijin Distribution KFT,06/15/2018,47,$0,30.04K,7.98K
The Awesome Adventures of Captain Spirit,Square Enix,06/25/2018,61,$0,12.28K,973
灵魂筹码 Soul at Stake,Chongming Studio,06/25/2018,395,$17.99,6.36K,2.06K
Ultimate Custom Night,Scott Cawthon,06/27/2018,45,$0,50.84K,2.46K
The Crew 2,Ubisoft,06/28/2018,891,$49.99,56.72K,13K
Crash Bandicoot N. Sane Trilogy,Activision,06/29/2018,308,$39.99,14.78K,1.15K
Red Faction Guerrilla Re-Mars-tered,Deep Silver,07/03/2018,150,$19.99,2.91K,694
Islands of Nyne: Battle Royale,Define Human Studios,07/12/2018,170,$0,3.43K,3.35K
"Warhammer 40,000: Gladius - Relics of War",Slitherine Ltd.,07/12/2018,257,$39.99,8.09K,1.96K
Stonehearth,(none),07/25/2018,633,$19.99,9.24K,2.88K
This Is the Police 2,THQ Nordic,07/31/2018,725,$14.99,4.2K,1.35K
Yakuza 0,SEGA,08/01/2018,2355,$19.99,59.96K,2.86K
Creative Destruction,NetEase Games,08/02/2018,160,$0,14.76K,4.06K
Dead Cells,Motion Twin,08/06/2018,1160,$24.99,139.68K,4.02K
MU Legend,VALOFE,08/06/2018,220,$0,1.84K,1.89K
Overcooked! 2,Team17,08/07/2018,324,$24.99,50.51K,5.18K
Fate Seeker,甲山林娛樂股份有限公司,08/07/2018,734,$21.09,11.71K,1.14K
Monster Hunter: World,"CAPCOM Co., Ltd.",08/08/2018,3671,$29.99,351.26K,53.27K
Squad 44,Offworld Industries,08/09/2018,965,$29.99,15.94K,4.84K
TerraTech,Payload Studios,08/10/2018,1632,$24.99,18.9K,1.86K
We Happy Few,Gearbox Publishing,08/10/2018,236,$59.99,9.48K,2.9K
The Walking Dead: The Final Season,Skybound Games,08/13/2018,641,$19.99,15.74K,866
GROUND BRANCH,MicroProse Software,08/14/2018,522,$29.99,15.16K,1.48K
Mist Survival,Dimension 32 Entertainment,08/14/2018,818,$10.99,9.4K,2.47K
Graveyard Keeper,tinyBuild,08/15/2018,1439,$19.99,31.71K,4.98K
Coloring Pixels,ToastieLabs,08/17/2018,508,$0,6.45K,247
F1 2018,Codemasters,08/23/2018,432,$0,11.44K,1.42K
Strange Brigade,Rebellion,08/27/2018,226,$49.99,7.86K,1.46K
SCUM,Jagex Ltd,08/29/2018,792,$39.99,72.38K,24.82K
Two Point Hospital,SEGA,08/29/2018,404,$29.99,28.39K,2.56K
Ultimate Fishing Simulator,Ultimate Games S.A.,08/30/2018,434,$19.99,6.2K,696
The Messenger,Devolver Digital,08/30/2018,365,$19.99,8.95K,587
The Corridor: On Behalf Of The Dead,Desktop Daydreams Studios,08/30/2018,0,$5.99,24,9
NBA 2K19,2K,09/10/2018,6964,$0,8.92K,13.9K
Door Kickers: Action Squad,KillHouse Games,09/10/2018,346,$13.99,8.8K,488
Liftoff: FPV Drone Racing,LuGus Studios,09/13/2018,704,$19.99,7.41K,472
Shadow of the Tomb Raider: Definitive Edition,Crystal Dynamics,09/14/2018,494,$0,58.33K,11.05K
太吾绘卷 The Scroll Of Taiwu,ConchShip Games,09/20/2018,556,$19.99,40.15K,17.58K
Pummel Party,Rebuilt Games,09/20/2018,321,$14.99,41.94K,5.18K
CrossCode,Deck13,09/20/2018,1714,$19.99,14.03K,976
Cube Escape: Paradox,Rusty Lake,09/20/2018,70,$0,8.62K,217
Pathfinder: Kingmaker - Enhanced Plus Edition,Prime Matter,09/25/2018,1579,$19.99,24.41K,6.83K
Life is Strange 2,Square Enix,09/26/2018,212,$0,26.48K,4.58K
Dark Deception,Glowstick Entertainment,09/26/2018,30,$0,15.17K,1.75K
LET IT DIE,"GungHo Online Entertainment America, Inc.",09/26/2018,74,$0,3.92K,1.39K
Chinese Parents,墨鱼玩游戏,09/28/2018,481,$9.99,20.91K,1.85K
Assassin's Creed Odyssey,Ubisoft,10/05/2018,3143,$59.99,131.76K,15.83K
Farm Together,Milkstone Studios,10/11/2018,1282,$19.99,19.38K,1.18K
Dreadnought,Grey Box,10/14/2018,139,$0,4.27K,2.07K
RimWorld,Ludeon Studios,10/17/2018,3540,$34.99,171.75K,3.31K
SOULCALIBUR VI,BANDAI NAMCO Entertainment,10/18/2018,144,$59.99,10.08K,2.17K
Return of the Obra Dinn,3909,10/18/2018,338,$19.99,22.61K,744
Bless Online,NEOWIZ,10/23/2018,208,$0,3.72K,6.24K
Do Not Feed the Monkeys,Alawar,10/23/2018,217,$11.99,8.66K,567
Modern Combat 5,Gameloft,10/24/2018,31,$0,3.14K,2.63K
Call of Cthulhu,Focus Entertainment,10/29/2018,332,$19.99,8.37K,2.25K
Combat Arms: Reloaded,VALOFE,10/31/2018,56,$0,1.58K,1.24K
Football Manager 2019,SEGA,11/02/2018,7273,$0,10.81K,1.66K
Thief Simulator,PlayWay S.A.,11/09/2018,188,$19.99,23.71K,3.31K
Thronebreaker: The Witcher Tales,CD PROJEKT RED,11/09/2018,215,$19.99,13.39K,1.71K
HITMAN 2,IO Interactive A/S,11/13/2018,312,$0,67.56K,6.52K
Eternal Card Game,Dire Wolf,11/15/2018,182,$0,5.23K,1.51K
"Warhammer 40,000: Mechanicus",Kasedo Games,11/15/2018,389,$29.99,11K,950
Among Us,Innersloth,11/16/2018,1493,$4.99,620.43K,55.54K
Sunset Overdrive,Xbox Game Studios,11/16/2018,726,$19.99,9.86K,1.09K
Farming Simulator 19,Giants Software,11/19/2018,1958,$17.99,66.5K,4.04K
Age of History II,Łukasz Jakowski Games,11/21/2018,1997,$4.99,33.43K,4.17K
Darksiders III,THQ Nordic,11/27/2018,461,$39.99,10.49K,3.29K
Artifact,Valve,11/28/2018,1948,$0,11.57K,13.22K
X4: Foundations,Egosoft,11/30/2018,3627,$49.99,14.2K,4.08K
Professional Fishing,Ultimate Games S.A.,11/30/2018,20,$0,2.69K,815
War of Rights,Campfire Games,12/03/2018,68,$29.99,9.25K,1.32K
Just Cause 4 Reloaded,Square Enix,12/04/2018,621,$69.03,16.22K,10.19K
Mutant Year Zero: Road to Eden,Funcom,12/04/2018,326,$34.99,17.3K,1.78K
Beholder 2,Alawar,12/04/2018,517,$14.99,5.35K,741
Kenshi,Lo-Fi Games,12/06/2018,1296,$29.99,73.91K,3.69K
DUSK,New Blood Interactive,12/10/2018,237,$19.99,19.82K,511
Blade and Sorcery,WarpFrog,12/11/2018,519,$19.99,43.52K,1.47K
Kingdom Two Crowns,Raw Fury,12/11/2018,937,$19.99,6.24K,819
Animal Jam,"WildWorks, Inc.",12/11/2018,77,$0,2.22K,1.34K
Insurgency: Sandstorm,Focus Entertainment,12/12/2018,733,$29.99,98.27K,17.32K
DayZ,Bohemia Interactive,12/13/2018,2671,$44.99,277.46K,93.63K
GRIS,Devolver Digital,12/13/2018,250,$14.99,65.18K,2.32K
Book of Demons,Thing Trunk,12/13/2018,267,$24.99,9.36K,2.36K
PRO EVOLUTION SOCCER 2019 LITE,Konami Digital Entertainment,12/13/2018,789,$0,1.58K,999
Gujian3(古剑奇谭三),北京网元圣唐娱乐科技有限公司,12/14/2018,1276,$29.99,39.07K,6.16K
Bloons TD 6,Ninja Kiwi,12/17/2018,1551,$13.99,281.79K,7.5K
Miscreated,Entrada Interactive LLC,12/18/2018,278,$29.99,21.02K,10.7K
音灵 INVAXION,bilibili,12/19/2018,713,$0,3.35K,2.89K
ATOM RPG: Post-apocalyptic indie game,AtomTeam,12/19/2018,579,$14.99,8.26K,1.57K
ESCAPE FROM VOYNA: Dead Forest,Dead Turtle,12/20/2018,0,$6.99,0,1
Beasts of Bermuda,"Sastrei Studios, LLC",12/21/2018,102898,$19.99,5.09K,2.06K
ATLAS,Grapeshot Games,12/22/2018,763,$29.99,20K,21.9K
SpedV,Freie Programme Hohenstein,12/26/2018,0,$0,624,176
FrostRunner,,01/01/2019,0,$0,3.12K,160
My Time at Portia,Focus Entertainment,01/15/2019,1219,$29.99,38.19K,3.27K
Notes of Soul,（Hong Kong）GKD Game Studio,01/17/2019,3233,$29.99,16.08K,4.7K
while True: learn(),Luden.io,01/17/2019,221,$12.99,6.03K,548
Slay the Spire,Mega Crit Games,01/23/2019,2248,$24.99,141.23K,3.07K
Resident Evil 2,"CAPCOM Co., Ltd.",01/24/2019,685,$39.99,141.47K,4.08K
A Dance of Fire and Ice,7th Beat Games,01/24/2019,256,$5.99,56.36K,3.61K
Pikuniku,Devolver Digital,01/24/2019,174,$12.99,7.57K,344
PC Building Simulator,The Irregular Corporation,01/29/2019,2149,$19.99,46K,3K
ACE COMBAT 7: SKIES UNKNOWN,Bandai Namco Entertainment,01/31/2019,357,$59.99,33.47K,4.75K
Sunless Skies: Sovereign Edition,Failbetter Games,01/31/2019,2665,$24.99,2.6K,467
Foundation,Polymorph Games,02/01/2019,1242,$29.99,12.22K,1.8K
Wargroove,Chucklefish,02/01/2019,139,$19.99,4.07K,809
ASTRONEER,System Era Softworks,02/05/2019,725,$29.99,104.04K,9.11K
GOD EATER 3,BANDAI NAMCO Entertainment,02/07/2019,922,$49.99,6.66K,1.6K
Supraball,Supra Games,02/08/2019,59,$0,2.5K,737
Vainglory,Super Evil Megacorp,02/13/2019,21,$0,2.73K,1.46K
JUMP FORCE,BANDAI NAMCO Entertainment,02/14/2019,421,$0,16.66K,5.95K
Far Cry New Dawn,Ubisoft,02/15/2019,997,$39.99,20.7K,6.36K
Battlerite Royale,Stunlock Studios,02/19/2019,126,$0,6.04K,2.1K
Yakuza Kiwami,SEGA,02/19/2019,938,$19.99,16.16K,1.15K
Pacify,Hitchcock Games,02/22/2019,114,$4.99,34.17K,5.05K
The Coin Game,devotid Media,02/22/2019,225,$13.99,4.56K,180
DiRT Rally 2.0,Codemasters,02/25/2019,411,$19.99,31.96K,4.59K
Touhou Luna Nights,WSS playground,02/25/2019,451,$17.99,12.46K,289
Space Engineers,Keen Software House,02/28/2019,758,$19.99,109.92K,14.46K
DEAD OR ALIVE 6,"KOEI TECMO GAMES CO., LTD.",02/28/2019,39,$79.99,6.16K,2.17K
Dawn of Man,Madruga Works,03/01/2019,470,$24.99,13.75K,2.1K
Cat Burglar: A Tail of Purrsuit,Gamers for Good,03/05/2019,31,$0,331,27
Devil May Cry 5,"CAPCOM Co., Ltd.",03/07/2019,620,$29.99,109.59K,4.84K
Tick Tock: A Tale for Two,Other Tales Interactive,03/07/2019,154,$5.99,8.41K,1.27K
Shotgun Farmers,Megastorm Games,03/08/2019,1168,$9.99,9.08K,687
DISSIDIA FINAL FANTASY NT Free Edition,Square Enix,03/12/2019,34,$0,1.46K,1.89K
Baba Is You,Hempuli Oy,03/13/2019,175,$14.99,18.54K,391
Workers & Resources: Soviet Republic,Hooded Horse,03/15/2019,869,$39.99,13.47K,1.26K
Immortal Soul: Black Survival,Nimble Neuron,03/19/2019,330,$0,4.31K,984
Sekiro: Shadows Die Twice - GOTY Edition,Activision (Excluding Japan and Asia),03/21/2019,1260,$59.99,247.2K,12.09K
Generation Zero,Systemic Reaction™,03/26/2019,399,$24.99,25.22K,10.49K
Unheard - Voices of Crime,NEXT Studios,03/28/2019,288,$6.99,27.55K,1.03K
Tropico 6,Kalypso Media,03/29/2019,419,$39.99,21.26K,3.16K
Assassin's Creed III Remastered,Ubisoft Entertainment				,03/29/2019,180,$39.99,5.36K,3.74K
Drunken Wrestlers 2,,04/01/2019,44,$0,11.61K,1.53K
ISLANDERS,Coatsink,04/04/2019,160,$4.99,14.43K,778
Supraland,Supra Games,04/05/2019,181,$19.99,10.74K,532
Phoenix Wright: Ace Attorney Trilogy,"CAPCOM Co., Ltd.",04/09/2019,387,$29.99,23.49K,565
Coloring Game,L. Stotch,04/12/2019,30,$0,3.32K,260
Katana ZERO,Devolver Digital,04/18/2019,272,$14.99,60.38K,1.16K
Forager,Humble Games,04/18/2019,803,$19.99,33.39K,3.59K
Mortal Kombat 11,Warner Bros. Games,04/23/2019,501,$49.99,80.55K,11.01K
BLOCKPOST,Skullcap Studios,04/25/2019,46,$0,12.15K,4.14K
Imperator: Rome,Paradox Interactive,04/25/2019,724,$39.99,14.08K,9.36K
Yuppie Psycho: Executive Edition,Neon Doctrine,04/25/2019,347,$16.99,6.48K,330
Himno, GrabTheGames,04/26/2019,18,$0,5.04K,480
MORDHAU,Triternion,04/29/2019,698,$29.99,88.46K,21.31K
Tales of the Neon Sea,Thermite Games,04/29/2019,65,$16.99,2.75K,418
KurtzPel,KOG,04/30/2019,98,$0,21.39K,13.38K
Last Epoch,Eleventh Hour Games,04/30/2019,2657,$34.99,21.15K,3.96K
UBOAT,PlayWay S.A.,04/30/2019,940,$29.99,13.35K,2.96K
"STAR WARS Battlefront (Classic, 2004)",Lucasfilm,05/01/2019,278,$9.99,3.62K,132
Jump King,Nexile,05/03/2019,291,$12.99,9.49K,1.01K
Neon Beats,OKYO GAMES,05/03/2019,74,$0,5.94K,244
Descenders,No More Robots,05/07/2019,643,$24.99,14.64K,896
Blood Fresh Supply,Atari,05/09/2019,184,$9.99,5.85K,245
Yakuza Kiwami 2,SEGA,05/09/2019,3116,$19.99,12.74K,630
RAGE 2,Bethesda Softworks,05/13/2019,755,$39.99,9.7K,5.88K
A Plague Tale: Innocence,Focus Entertainment,05/14/2019,501,$39.99,52.41K,3.64K
Beat Saber,Beat Games,05/21/2019,617,$29.99,67.67K,3.04K
BLOCKADE,Novalink,05/21/2019,64,$0,8.27K,2.79K
American Fugitive,Curve Games,05/21/2019,289,$19.99,1.94K,674
Total War: THREE KINGDOMS,SEGA,05/23/2019,2648,$59.99,69.96K,27.97K
Project Winter,Other Ocean Group,05/23/2019,249,$9.99,15.39K,3.18K
BATTALION 1944,BULKHEAD,05/23/2019,813,$0,9.86K,6.74K
Pathologic 2,tinyBuild,05/23/2019,136,$34.99,8.24K,726
Minion Masters,BetaDwarf,05/24/2019,228,$0,56.17K,6.04K
Splitgate: Arena Warfare,1047 Games,05/24/2019,138,$0,101.23K,9.4K
FIVE NIGHTS AT FREDDY'S: HELP WANTED,ScottGames,05/28/2019,143,$29.99,10.79K,403
Assetto Corsa Competizione,505 Games,05/29/2019,501,$39.99,27.31K,2.41K
Conqueror's Blade,MY.GAMES,05/30/2019,312,$0,21.48K,7.18K
Warhammer: Chaosbane,Nacon,05/31/2019,1123,$29.99,3.19K,2.42K
PixARK,Snail Games USA,05/31/2019,469,$39.99,8.26K,3.1K
Kao the Kangaroo: Round 2 (2003 re-release),Tate Multimedia,05/31/2019,58,$1.99,7.15K,479
Lords Mobile,IGG SINGAPORE PTE. LTD.,06/02/2019,32,$0,3.52K,1.65K
Cooking Simulator,Big Cheese Studio,06/06/2019,384,$19.99,14.03K,2.54K
Quake II RTX,NVIDIA,06/06/2019,0,$0,3.76K,513
OCTOPATH TRAVELER,Square Enix,06/07/2019,1109,$59.99,11.77K,1.84K
Naval Action,Game-Labs,06/13/2019,395,$0,6.82K,4.92K
They Are Billions,Numantian Games,06/18/2019,1478,$29.99,37.91K,6.63K
Bloodstained: Ritual of the Night,505 Games,06/18/2019,324,$39.99,33.85K,2.02K
Ironsight,"WipleGames Inc.,",06/19/2019,151,$0,15.28K,5.82K
Muse Dash,hasuhasu,06/19/2019,201,$2.99,92.29K,11.69K
Dota Underlords,Valve,06/20/2019,317,$0,74.47K,16.02K
AMID EVIL,New Blood Interactive,06/20/2019,85,$19.99,5.97K,336
My Friend Pedro,Devolver Digital,06/20/2019,199,$19.99,25.15K,1.11K
Ring of Elysium,TCH Scarlet Limited,06/24/2019,85,$0,74.93K,25.86K
Totally Reliable Delivery Service Beta,tinyBuild,06/24/2019,15,$0,3.16K,493
Black Squad,VALOFE,06/26/2019,110,$0,61.66K,19.35K
EARTH DEFENSE FORCE 5,D3PUBLISHER,07/11/2019,998,$59.99,8.57K,484
Streets of Rogue,tinyBuild,07/12/2019,741,$19.99,18.73K,742
Dead Frontier 2,Creaky Corpse Ltd,07/15/2019,28,$0,16.81K,6.82K
Swords & Souls: Neverseen,Armor Games Studios,07/22/2019,988,$14.99,3.91K,273
People Playground,Studio Minus,07/23/2019,894,$9.99,220.53K,2.88K
Wolfenstein: Youngblood,Bethesda Softworks,07/25/2019,312,$19.99,5.71K,6.95K
60 Seconds! Reatomized,Robot Gentleman,07/25/2019,100,$9.99,11.78K,773
月圆之夜 (Night of Full Moon),Giant Games,07/25/2019,123,$0,7.59K,1.2K
Oxygen Not Included,Klei Entertainment,07/30/2019,1268,$24.99,105.66K,3.63K
We Need To Go Deeper,Deli Interactive LLC,08/01/2019,394,$15.99,4.78K,730
UNDEFEATED,Vantan Game Academy,08/02/2019,0,$0,5.31K,769
异化之恶〇Abnormal Treatment,Eternal Dream,08/02/2019,0,$0,3.32K,67
Secret Neighbor Beta,tinyBuild,08/02/2019,43,$0,2.35K,467
Age of Wonders: Planetfall,Paradox Interactive,08/06/2019,720,$49.99,4.84K,1.19K
Remnant: From the Ashes,Gearbox Publishing,08/19/2019,984,$39.99,41.55K,7.4K
Age of Empires: Definitive Edition,Xbox Game Studios,08/19/2019,292,$19.99,10.01K,1.89K
The Dark Pictures Anthology: Man of Medan,BANDAI NAMCO Entertainment Europe,08/29/2019,265,$19.99,7.37K,2.47K
Blair Witch,Bloober Team NA,08/30/2019,335,$29.99,4.79K,1.31K
Children of Morta,11 bit studios,09/03/2019,434,$21.99,16.35K,1.97K
Spyro Reignited Trilogy,Activision,09/03/2019,307,$39.99,17.22K,1.01K
FINAL FANTASY VIII - REMASTERED,Square Enix,09/03/2019,2193,$19.99,2.48K,1.07K
Green Hell,Creepy Jar,09/05/2019,713,$24.99,54.57K,8.29K
NBA 2K20,2K,09/06/2019,2005,$0,30.43K,30.46K
Gears 5,Xbox Game Studios,09/09/2019,931,$39.99,14.74K,6.43K
GreedFall,Focus Entertainment,09/09/2019,681,$34.99,14.04K,4.14K
Blasphemous,Team17,09/10/2019,1222,$24.99,34.07K,3.69K
eFootball  PES 2020,Konami Digital Entertainment,09/10/2019,144,$0,18.64K,7.63K
WARMODE,Novalink,09/13/2019,42,$0,10.41K,6.4K
Fun with Ragdolls: The Game,Jadon Barnes,09/17/2019,30,$14.99,3.87K,548
Trailmakers,Flashbulb,09/18/2019,503,$24.99,17.81K,1.44K
Police Stories,HypeTrain Digital,09/19/2019,96,$19.99,6.23K,1.07K
PlanetSide Arena,Daybreak Game Company,09/19/2019,27,$0,861,1.04K
The Surge 2,Focus Entertainment,09/23/2019,256,$29.99,5.67K,1.71K
"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",KFC,09/24/2019,0,$0,11.19K,978
The Long Drive,Genesz,09/25/2019,362,$15.99,25.42K,2.39K
CODE VEIN,Bandai Namco Entertainment,09/26/2019,916,$59.99,44.34K,7.48K
Mindustry,AnukenDev,09/26/2019,546,$9.99,15.64K,670
Cube World,Picroma,09/30/2019,541,$19.99,6.84K,11.44K
Destiny 2,Bungie ,10/01/2019,271,$0,466.17K,111.35K
NGU IDLE,4G,10/01/2019,3969,$0,10.18K,402
Freeman: Guerrilla Warfare,KK Game Studio,10/04/2019,590,$24.99,8.18K,3.52K
MX Bikes,PiBoSo,10/07/2019,4767,$34.99,15.56K,1.04K
War Selection,Glyph Worlds,10/08/2019,70,$0,16.49K,2.58K
Trine 4: The Nightmare Prince,Frozenbyte,10/08/2019,344,$29.99,10.48K,1.23K
We Were Here Together,Total Mayhem Games,10/10/2019,317,$12.99,10.57K,1.87K
Disco Elysium - The Final Cut,ZA/UM,10/15/2019,368,$39.99,79.89K,5.55K
